F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
171.4,11.04,UK,-19.04,3470.46,9.12,-38509.65,103.96,711.82,8.27,Very high,-2.62,-76.5,-66.42,1608.22,-71.82,-25534.74,-25512.42,-1.08,0.09,4372.2,-7.97,3,5000.22,22190.91,239.67,643.4,2671.74,257.31,-7673.55,3.65,-52.28,243.02,-172.06,585.54,2,459.71
247.36,-13.54,UK,-16.92,734.31,200.94,-26897.13,-15,1215.58,5.79,High,27.04,-57.21,-122.56,666.72,-73.68,-16385.02,-15425.32,-4.05,2.04,1945.35,-6.35,4,6926.78,22473.39,259.7,1313.9,1981.62,271.41,-5127.63,1.94,-35.28,104.12,-173.59,914.2,4,1676.08
225.56,-142.3,Europe,-19.9,615.33,15.64,-16880.25,37.4,929.36,14.2,Medium,23.04,-54.3,-158.41,713.56,-68.73,-8808.74,-21221.78,6.75,0,1496.34,-9.5,7,6517.67,21356.67,207.16,1572.74,1661.62,414.57,-3690.54,5.85,-32.36,123.82,-229.42,834.84,3,1236.83
214.22,54.38,UK,-22.24,3333.24,49.38,-25071.03,54.34,1175.15,7.65,Low,12.98,-54.63,-211.07,2730.06,-65.31,-15360.7,-21613.76,-5.88,31.56,3703.68,-6.88,5,6187.18,33980.04,322.96,161.44,1505.3,417.24,-9564.6,1.96,-59.2,219.24,-158.47,772.66,3,778.84
228.82,-98.28,Rest,-27.28,1001.07,44.2,-35294.94,140.08,-127.84,9.51,High,15.86,-52.2,-172.08,1331.22,-57.3,-14438.92,-21141.7,-2.82,10.92,1875.99,-7.38,7,7811.31,36968.85,292.28,1605.32,1370.54,243.54,-6369.84,1.24,-45.61,112.42,-171.03,236.89,2,2830.99
264.3,-125.48,Rest,-16.12,2097.9,-28.12,-19962.15,91.92,321.46,8.84,Very low,8.62,-66.36,-183.48,1424.98,-55.47,-16027.26,-10248.84,-6.72,0.03,2931.09,-10.92,5,4070.19,32090.13,241.33,806.36,449.26,211.41,-7950.18,3.65,-14.94,244.32,-55.74,420.44,3,-1339.47
132.66,-142.56,USA,-25.9,2535.96,-1.92,-22824.87,199.38,268.01,5.19,Very low,11.76,-57.69,-227.06,1518.32,-73.95,-14002.74,-16988.32,8.37,9.72,2532.48,-11.41,6,7200.89,26435.91,228.3,448.16,1364.64,270.69,-5664.09,1.16,-27.63,248.98,-140.69,176.97,5,142.36
139.12,-67.94,UK,-25.82,3412.89,58.8,-22332.96,163.5,888.51,6.37,High,13.86,-90.54,-192.54,1090.72,-88.92,-20197.26,-20278.34,12.57,66.87,839.04,-10.56,7,2284.6,25815.36,229.09,590.4,1006.5,371.13,-5874.15,5.79,-4.14,227.76,-148.1,664.05,3,-15.29
229.22,115.4,USA,-10.62,1834.17,-72.2,-21010.68,-36.9,475.35,0.8,Low,18.92,-78.42,-156.68,2033.36,-74.01,-18723.44,-15273.98,54.93,1.62,1890.39,-15.18,4,3799.38,21716.73,243.07,-428.48,2045.96,285,-6621.99,7.63,39.97,173.46,-164.29,1203.96,1,-112.93
236.36,17.98,UK,-29.88,676.53,-107.7,-46368.99,96.22,411.68,6.01,High,4.46,-57.18,-194.62,1600.22,-60.63,-19773.38,-17048.96,-13.62,0.36,1918.14,-6.1,3,1555.76,17796.96,216.89,-179.66,2144.22,357.06,-8284.83,8.79,-79.15,270.16,-158.75,874.11,5,631.55
202,66.84,USA,-19.9,2123.64,-179.54,-32682.33,74.26,980.98,9.4,Low,40.46,-63.9,-91.81,2285.16,-62.43,-19270.64,-20066.4,16.56,4.35,2852.37,-7.08,4,3205.66,26148.09,251.9,625.88,1605.66,362.55,-5933.31,1.21,-22.03,143.76,-145.6,330.57,3,126.11
249.62,-229.9,Rest,-18.4,411.54,77.32,-28357.83,20.5,564.17,11.17,Very low,14.86,-54.42,-74.51,1012.76,-48.54,-11391.1,-17479,-4.53,2.31,1679.91,-15.3,3,4011.46,31902.63,229.31,545.68,2254.04,314.22,-6940.95,1.15,-30.08,254.68,-157.9,415.96,5,1058.36
238.18,63.18,Rest,-31.84,3199.11,18.64,-41797.71,178.72,1184.17,13.16,Very low,23.68,-71.73,-182.54,1129.42,-47.82,-26381.1,-21083.88,8.67,22.2,1530.63,-10.04,6,995.52,29494.8,180.53,1135.72,2268.66,206.88,-4196.1,0.26,78.43,302,-209.3,697.83,5,-826.5
245.38,52.04,Rest,-18.12,1690.56,37.26,-15782.7,74.78,789.12,11.25,Medium,41.68,-58.2,-131.42,1176.26,-44.97,-21518.48,-9744.46,-4.71,48.54,2367.12,0.91,5,4310.47,15739.89,221.22,1552.28,1271.48,240.84,-4797.06,7.28,-13.38,178.42,-134.43,183.38,4,1786.02
220.04,40.88,Europe,-26.54,-115.74,-80.24,-25676.37,59.4,994.51,9.4,Medium,13.52,-55.29,-114.83,1543.92,-69.27,-5186.92,-7115.96,19.77,0.03,2671.23,-16.17,4,2882.34,29703.45,159.67,1221.82,2247.38,308.91,-6211.2,6.27,-64.27,199.86,-167.38,740.79,6,-134.3
230.5,-8.66,UK,-23.16,2488.77,80.96,-44041.77,143.86,682.18,9.05,Very low,1.12,-69.09,-145.93,1654.16,-62.19,-9083.54,-18799.42,0.39,5158.29,1784.31,1.97,7,5965.51,29572.38,89.94,1852.16,1127.62,419.73,-5947.29,5.02,-38.19,224.18,-186.89,410.89,5,382.17
209.1,-23.98,Europe,-19.56,2244.36,33.6,-46988.73,44.32,127.26,7.24,High,7.3,-55.92,-312.87,1371.86,-81.99,-23077.2,-27728.12,20.7,2330.43,2809.08,-25.95,4,-432.61,37075.8,245.57,1166.28,2425.12,352.41,-6653.49,3.94,-41.86,243,-142.68,-253.29,1,3834.97
204.32,77.32,UK,-33.8,3091.74,2.66,-39333.3,75.28,436.74,4.81,Medium,9.14,-58.26,-124.81,833,-55.5,-11484.78,-21444.56,-28.47,447.18,3070.62,-1.91,4,1725.19,46274.04,205.44,1451.74,716.98,294.78,-5590.35,4.34,-53.85,155.82,-249.27,880.4,4,2422.52
170.84,224.8,USA,-30.94,2414.22,51.48,-23570.79,136.6,620.27,12.21,Low,-0.22,-57.24,-252.06,1653.74,-61.32,-26270.22,-22036.4,-3.42,0.09,1294.38,-16.88,6,2996.19,48226.98,218.37,826.56,2189.96,399.39,-3961.92,7.92,-43.11,137.2,-188.01,585.26,4,39.77
192.16,97.64,Rest,-12.22,1416.24,-164.84,-17778.51,51.9,508.33,13.84,Very low,13.66,-62.01,-231.36,1751.32,-71.49,-17181.74,-16961.22,-8.76,21.63,3083.1,-9.91,5,-3877.51,19339.53,241.77,557.14,1851.58,532.86,-6167.94,2.31,-55.63,226.48,-245.48,227.11,3,145.34
306.74,21.98,UK,-20.38,2863.08,-16.92,-30818.52,152.66,762.03,10.65,Very low,6.46,-59.61,-159.25,2187.92,-72.27,-10111.6,-26971.22,-14.01,33.06,1934.46,-8.28,3,2828.72,28496.58,253.24,372.66,1511.4,194.64,-6180.06,5.7,-64.46,86.62,-168.18,980.78,5,528.59
103.56,-6.84,USA,-17.3,2806.14,-36.38,-24442.89,61.62,1522.96,13.82,High,20.6,-58.56,-220.1,808.44,-48.9,-15710.74,-22706.54,-3.36,10.89,3524.55,-5.23,3,3833,31188.45,231.51,392.12,1642.68,398.43,-5771.91,1.34,-49.64,202.26,-95.4,373.39,3,1523.29
154.1,-259.46,Rest,-24.06,3639.09,54.58,-28995.69,25.38,221.72,3.77,Very low,7.42,-57.24,-194.29,2601.22,-74.49,-10234.4,-25310,-4.2,42.99,2475.96,-9.39,2,2222.05,30868.86,95.29,858.6,2337.66,166.56,-5728.95,2.74,-83.64,149.04,-203.58,-173.44,5,173.89
183.46,88.84,UK,-17.32,2497.83,-8.04,-25887.3,80.68,625.52,9.52,High,13.02,-53.19,-185.39,1892.46,-62.28,-5522.18,-21768.44,-19.74,0.84,3691.62,-9.68,5,4311.11,13471.29,262.41,1427.98,2401.14,233.85,-5406.66,0.16,-90.97,209.94,-196.02,126.48,2,1524.25
301.8,6.04,UK,-16.5,1653.87,80.04,-22255.8,148.94,963.7,9.5,Very low,5.14,-66.33,-179.98,1848.66,-71.01,-9495.18,-16872.56,-0.15,0.03,2025.84,-10.32,6,674.4,31952.19,251.37,818.9,2685.78,336.81,-5504.49,2.33,47.32,169.98,-44.03,565.74,7,-2059.26
88.64,39.12,USA,-23.6,1872.99,-27.82,-29430.87,153.64,1106.2,1.54,High,13.18,-66.54,-129.36,1334.16,-70.23,-23844.2,-16380.64,-7.26,129.03,3687.81,-11.82,2,3818.53,17067.87,222.33,1256.16,1426.72,254.01,-8926.38,0.52,-34.71,258.3,-191.88,676.09,0,1569.76
223.1,22.74,USA,-26.76,718.5,10,-17509.23,172.68,910.13,13.11,Very high,20.24,-82.77,-120.56,1962.76,-55.77,-10128.68,-12376.68,-26.64,7.29,2379.84,-15.08,4,535.54,21624.06,201.54,253.12,1238.84,394.35,-6658.02,4.12,-34.67,145.36,-150.99,552.36,3,-17.79
166.74,4.1,Europe,-21.58,2295.27,-11.6,-22920.66,82.4,853.65,3.01,Low,42.84,-65.37,-253.07,985.2,-70.92,-11141.64,-24496.64,0.66,0.06,2016.51,-7.96,4,4767.22,27567.66,271.51,1610.9,917.06,313.77,-11586.54,2.82,-39.63,183.24,-188.95,548.34,3,617.81
229.04,-257.2,UK,-26.74,2187.12,114.18,-21779.19,74.08,777.9,8.45,Low,15.72,-61.8,-197.48,667.96,-61.95,-16911.96,-13076.78,-10.08,16.95,1442.31,-12.22,4,11157.49,37746.75,213.2,240.96,1639.9,497.7,-5756.43,2.52,-33.61,247.2,-224.15,1057.48,2,1559.08
172.62,63.5,UK,-13.72,-4686.99,27.86,-14632.95,54.44,495.27,9.37,Very high,19.1,-54.03,-278.73,1326.14,-67.38,-18498,-18455.92,-10.02,53.43,1805.46,-10.17,6,4026.66,21238.35,195.31,35.08,906.98,143.25,-3899.16,4.19,2.47,160.28,-181.23,776.73,2,2616.14
150.18,137.18,Rest,-19.36,2506.56,252.6,-43649.76,86.96,377.3,14.68,High,17.12,-76.92,-180.47,1709.16,-53.58,-16569.18,-27399.16,-5.97,364.2,2078.37,-13.11,4,4464.81,28094.55,221.63,801.32,495.94,278.55,-6462.42,1.14,-53.43,168.82,-233.74,543.32,5,1406.19
252.78,77.18,Europe,-23.98,2780.52,-248.72,-23958.99,33.82,818.9,9.07,Very high,4.8,-54.78,-189.62,1379.8,-62.01,-19421.1,-26298.56,-7.74,1.59,1313.43,-4.16,7,2134.68,30528.93,209.3,590.06,1425.08,235.17,-5808.36,6.02,-19.39,232.1,-184.04,177.02,3,3571.97
68.02,-40.12,UK,-15.54,1174.89,36.54,-31414.74,118.94,836.1,12.13,Low,3.6,-63.72,-349.7,1263.64,-65.07,-19751.2,-28516.22,-11.82,98.73,2527.17,-8.65,1,5449.56,15094.38,233.52,1379.62,2491.72,262.17,-9388.95,4.23,1.48,203,-173.61,993.27,2,2139.17
171.78,41.18,USA,-25.62,3661.44,-58.98,-31934.46,39.8,64.33,11.1,Low,10.58,-51.21,-237.93,2165.36,-74.55,-21099.34,-12011.26,12.21,7.23,2240.64,-8.16,1,1133.15,12850.77,248.76,547.3,1989.48,178.08,-6138.09,2.46,-48.77,235.44,-224.99,423.38,4,447.63
162.96,17.04,USA,-25.64,3393.21,-129.78,-19035.57,54.92,716.43,5.48,Very low,15.44,-69.45,-185.9,2217.92,-70.74,-30449.06,-20739.72,10.05,0.36,2099.34,-8.19,6,2331.07,20383.95,221.27,972.98,963.08,288.3,-5979.9,2.42,-53.73,129.48,-154.93,288.96,6,-255.62
99.78,145.5,USA,-26.74,1474.41,90.18,-20525.31,2.18,717.51,14.19,Very low,17.9,-62.34,-191.47,2667.78,-74.37,-15117.62,-14196.1,4.17,7.95,733.62,-9.39,4,3737.93,21132.72,288.89,258.72,805.52,279,-5329.92,4.3,-49.22,95.52,-20.36,673.66,2,18.86
118,26.66,UK,-10.78,2377.2,31.94,-9989.61,49.64,826.33,8.45,High,5.34,-58.14,-112.89,2555.64,-68.97,-25558.08,-24693.84,-10.44,1.65,3686.58,-9.83,7,8492.25,22563.36,211.26,-181.66,436.68,357.12,-3880.71,5.6,-43.88,237.12,-166.62,1052.72,1,1118.35
230.92,82.26,USA,-21.22,2573.85,-112.72,-27934.14,34.62,461.85,9.46,Low,16.02,-56.4,-205.29,1971.38,-52.32,-14580.88,-23484.82,-4.77,15.21,1423.59,-12.76,4,-2023.92,25516.11,200.64,636.36,1047.64,302.64,-6212.28,4.33,-75.42,174.48,-152.7,457.18,5,405.06
177.6,98.56,UK,-24.44,1898.61,-132.4,-36443.58,107.82,687.48,10.46,Very low,15.68,-53.85,-167.34,1861.22,-71.4,-11341.26,-24284.28,-10.14,1.5,937.53,-9.68,2,-855.76,37437.39,238.39,359.94,2221.82,341.94,-8554.41,2.18,-9.4,190.82,-165.11,580.34,5,597.77
276.76,-147.52,Rest,-16.36,2682.72,-34.66,-20920.65,164.8,558.51,8.71,High,16.12,-53.76,-178.17,1871.26,-68.37,-20084.76,-18406.92,4.35,1.41,4106.73,-6.71,5,5466.21,17526.09,216.46,1776.6,2210.4,398.67,-4601.34,4.37,-42.06,171.94,-105.1,668.9,3,1821.85
325.04,-99.62,UK,-16.14,1958.19,32.74,-29050.98,187.22,1423.48,8.92,High,25.26,-53.49,-144.59,2667.44,-59.49,-10142.72,-25726.6,-9.03,0.03,3351.9,-9.74,1,4017.92,23281.86,232.55,1130.14,1718.4,298.08,-3726.18,6.92,-5.57,19.5,-163.47,757.5,3,811.93
177.84,149.72,USA,-19.78,1987.59,89.22,-11823.96,13.64,730.99,13.05,Low,11.44,-73.11,-142.88,1173.46,-68.7,-19356.02,-15499.24,2.31,0.27,2232.57,-10.75,3,11038.78,29347.98,262.54,248.32,1884.2,280.11,-7389.15,1.78,-97.24,196.02,-152.78,494.3,2,60.01
134,20.12,Europe,-11.66,2063.88,-0.14,-16284.96,72.68,811.45,13.6,Low,21.54,-80.31,-185.45,476.12,-71.43,-21353.94,-20260.48,5.52,5.49,2401.29,-11.15,4,5932.72,25966.59,209.38,897.08,2098.02,194.04,-4542.63,12.62,16.25,254.38,-132.21,893.8,6,-105.44
176.34,24.46,USA,-21.14,1937.13,112.88,-32371.23,84.5,1077.48,7.2,Very low,7.74,-51.99,-170.83,1636.56,-82.32,-23642.64,-19198.4,-7.56,3.75,2175.09,-9.01,5,2066.7,34061.04,163.48,1007.98,2331.34,373.77,-4200.96,2,-15.27,231.18,-122.87,227.16,1,697.49
202.94,-32.56,Rest,-18.7,2480.82,36.6,-30872.22,86.12,941.67,5.18,High,18.72,-64.08,-140.81,1757.32,-59.04,-13826.84,-12921.66,-37.08,92.7,2335.89,-10.77,5,3986.86,20145.51,229.97,80.92,2208.26,456.57,-6044.55,1.41,-73.77,291,-141.79,785.72,5,730.7
218.18,-121.94,UK,-26.18,3574.47,3.24,-22935.54,91.56,1058.78,18.02,Medium,15.16,-54.63,-187.3,1856.34,-73.23,-11210.46,-29550.24,1.35,1.44,1939.59,-5.84,4,5712.6,22525.83,207.49,1534.12,602.46,473.73,-6565.98,8.64,-0.92,197.54,-217.08,300.3,5,1133.74
171.52,-88.72,UK,-14.24,1998.15,10.22,-26765.79,89.68,425.29,1.94,Very low,3.46,-67.26,-173.18,1672.48,-60.36,-23239.96,-17035.94,-4.05,13.8,4449.33,-6.75,6,3525.3,27590.73,200.69,-169.06,1523.96,423.54,-5781.87,3.11,-72.24,228.02,-118.7,-31.7,6,-634.52
219.5,39.16,Rest,-25.48,2069.82,-26.66,-17180.85,154.28,1194.49,10.97,Low,22.9,-54.03,-26.43,1131.9,-70.62,-16231.92,-16454.04,26.94,4.23,2275.2,-10.65,6,3580.99,14818.59,183.88,1967.4,1801.3,273.27,-6489.54,7.35,-7.66,177.88,-224.15,1204.1,4,1306.66
125.24,180.02,USA,-20.7,3414.51,11.68,-28631.49,135.84,846.54,9.9,Very low,15.38,-53.25,-182.23,2226.18,-51.03,-17302.04,-19267.06,-4.83,4.14,2118.45,-12.28,3,-1113.54,20930.76,210.45,809.88,1468.32,414.09,-5347.8,4.78,-7.25,201.56,-178.31,469.6,3,340.18
154.88,-31.6,Europe,-27.96,1639.2,-40.62,-31750.86,144.02,567.06,10.52,Medium,23.9,-66.21,-256.06,1215.6,-82.02,-11531.7,-11074.18,-0.99,2.49,1776.3,-6.27,5,9218.38,39150.9,210.15,674.26,2432.3,285.51,-5668.83,7.86,-12.94,146.86,-197.61,648.45,4,83.51
224.36,2.7,UK,-22.92,2552.16,-10.22,-21404.16,128.76,703.05,6.1,Medium,42.52,-58.05,-188.99,2294.18,-73.02,-29711.12,-23773.82,-1.53,16.83,2936.37,-9.93,5,-5193.12,25560.78,226.48,1271,1156.56,327.27,-5880.96,2.87,-39.96,140.74,-182.96,906.07,4,910.77
138.5,47.82,Europe,-21.06,1581.66,42.48,-31671.96,83.04,859.54,9.47,Very low,18.84,-55.62,-194.65,1846.72,-72.78,-14766.56,-17814.6,-5.7,31.65,1672.53,-11.57,6,2061.2,42016.92,206.11,1133.5,1770.86,304.65,-5534.4,3.68,-97.17,203.08,-117.06,343.15,6,81.24
150.24,-52.86,UK,-24.16,1409.28,-6.4,-18850.17,99.02,692.98,4.66,Very low,10.92,-57.06,-196.77,834.7,-65.19,-17931.32,-21545.98,3.51,0.15,1588.2,-12.22,4,231.45,26358.18,217.77,430.84,1390.5,369.99,-6374.76,9.67,-69.63,191.04,-177.82,706.75,5,376.76
294.44,26.3,UK,-26.46,1800.24,-146.44,-30533.31,172.5,413.85,11.27,Low,8.1,-60.24,-186.7,495.94,-85.2,-14807.68,-18230.5,-24.75,148.23,2004.93,-8.33,6,-803.33,21237.72,299.37,1594.28,1445.7,287.25,-6280.71,11.28,-40.29,225.92,-139.66,420.43,3,1794.8
104.9,71.58,Rest,-31.02,-75.3,17.56,-18243.15,80.04,962.23,7.98,Very low,16.2,-59.49,-211.75,1818.38,-53.34,-11070.26,-19129.68,-13.29,74.73,3865.83,-9.13,2,7352.82,16996.02,120.78,638.3,2479.2,449.25,-6085.92,10.44,-20.42,226.12,-257.68,540.1,3,1344.66
127.76,-11.96,UK,-14.4,2733.9,185.14,-20491.5,22.64,930.51,5.5,Medium,16.88,-54.33,-164.88,1541.66,-69.15,-22466.7,-18292.4,-0.81,0.09,2158.11,-5.6,4,7170.52,17115.21,160.44,662.04,1097.32,303.33,-6076.02,3.81,-82.51,235.64,31.57,257.59,3,899.81
194.48,7.34,Europe,-29.28,2164.44,-216.12,-38100.54,77.56,683.96,11.36,Very high,8.84,-79.56,-151.04,2451.7,-64.47,-4151.18,-19405.18,-27.78,0.99,1725.27,-9.65,5,3534.6,22766.46,205.57,627.14,444.46,182.67,-5051.7,1.31,-24.22,134.3,-107.54,93.37,3,-95.92
183.76,-1.94,Europe,-32.54,4186.71,-61.3,-15586.23,39.36,258.06,9,High,12.2,-54.87,-225.34,1172.68,-122.79,-17280.7,-7028.16,8.85,2.1,2164.05,-9.27,5,4579.59,16369.2,226.32,-1072.02,1139.74,412.53,-3057.27,1.72,-28.7,179,-156.58,626.03,3,2746.14
199.26,114.58,USA,-18.78,228.66,-22.48,-14513.25,176.74,547.79,2.31,Very low,16.24,-57.81,-147.62,1670.9,-70.59,-15159.62,-24332.88,3.21,8.97,1428.6,-9.18,3,3124.82,17850.75,202.41,1392.54,663.14,291.81,-5678.94,2.73,-71.94,237.66,-290.89,197.35,3,633.87
211.7,95.78,Rest,-25.32,3795.27,20.44,-16286.94,153.44,591.6,9.66,Very low,17.14,-72.57,-199.54,2647.92,-81.42,-10126.1,-27798.98,34.8,0.09,1866.72,-10.55,4,2332.6,29833.8,197.32,886.92,1086.54,365.88,-8823.99,1.69,-7.89,221.58,-200.86,163.42,2,-1362.15
271.16,17.8,USA,-17.9,1439.49,-66.92,-31764.03,13.34,692.01,12.23,High,15.74,-55.44,-171.11,1913.44,-60.27,-12608.1,-12602.4,-20.85,8288.94,2517.15,-10.97,6,-646.34,23416.17,221.42,1558.48,1909.08,316.56,-6105,2.66,-61.06,207.96,-124.53,744.62,3,1303.55
170.28,200.52,UK,-29.3,2099.61,19.8,-41755.56,59.08,-96.63,7.8,Very low,28.12,-68.67,-187.86,1853.12,-51.87,-18269.12,-17223.56,3.72,1.53,2527.02,-0.47,1,3034.41,24507.63,204.83,938.42,1677.16,374.22,-5831.61,4.36,-52.46,209.36,-205.44,615.22,4,-266.61
163.66,-33.94,USA,-22.64,2680.17,34.92,-24786.54,66.94,566.44,8.67,Low,13.9,-55.35,-192.83,1520.4,-76.23,-17750.08,-17875.6,-4.56,5.49,2951.73,-4.51,3,7191.29,37663.02,231.68,-1.58,2228.52,285.96,-6132.54,2.03,-20.77,197.92,-160.94,763.21,4,522.51
277.2,68.68,Europe,-12.06,1976.25,-46.5,-14675.64,183.82,1478.51,9.85,Very high,10.1,-65.76,-253.17,1070.88,-66.66,-5973.36,-15535.78,29.49,6.48,3832.11,-10.53,5,4285.16,4991.97,301.58,264.28,2589,293.43,-5290.65,4.05,-2.58,207.52,-223.51,437.92,6,933.02
135.32,11.12,UK,-11.6,1541.7,-179.86,-12356.22,166.58,1237.67,12.59,Medium,21.7,-68.37,-215.05,68.1,-63.42,-17232.16,-29337.5,9.03,9.39,2509.59,-13.06,4,8650.59,13507.68,266.31,1711.56,1753.9,412.11,-5879.7,12.64,-76.77,135.24,-185.77,1117.9,1,2420.4
235.44,93.46,UK,-19.88,2572.29,72.76,-25357.17,177.38,765.5,19.53,Very low,9.18,-60,-170.79,1479.08,-69.72,-24460.92,-25354.56,-16.26,5.49,1998.21,-11.64,8,-2600.43,4035.36,241.19,228.68,1680.52,253.41,-6432.99,5.2,-11.42,157.76,-170.49,271.49,4,304.97
185.14,45.32,USA,-19.9,2662.89,208.58,-31072.17,55.92,647.87,7.13,High,-0.9,-66.54,-170.37,2337.4,-52.56,-27766.22,-17229.56,-6.24,32.67,-589.74,-12.83,4,8320.07,30740.97,240.22,-3.1,625.38,346.08,-6449.43,3.77,-32.33,188.46,-230.09,1021.91,3,392.6
158,45.22,UK,-16.1,3231.93,-30.7,-25336.32,22.22,1230.05,11.39,Very high,14.34,-58.41,-110.89,1298.66,-68.28,-10816.66,-7527.98,17.34,0.18,1823.58,-12.74,3,-1004.27,28801.29,207.74,1604.5,2812.86,373.41,-5126.04,1.2,23.42,239.02,-170.44,917.91,5,560.49
263.36,36.84,USA,-21.2,2291.82,-40.56,-16283.28,83.68,576.38,8.78,Very low,15.42,-70.68,-73.27,1714.84,-58.83,-4181.94,-17194.3,-1.74,7.68,3127.92,-6.94,3,3666.5,8694.42,254.07,953.44,2469.38,251.19,-5852.58,2.71,-4.32,159.98,-109.09,624.14,4,-50.16
213.36,-25.6,UK,-21.86,3609.09,52.8,-32023.02,-29.1,1118.03,5.75,High,1.92,-66.75,-205.57,1791.26,-60.78,-13975.4,-24145.26,-44.07,9.39,4261.2,-14.24,4,4086,16869.84,187.15,841.3,1224.98,343.77,-6252.21,3.58,-26.63,242.14,-223.17,740.59,2,1390.77
195.94,-49.26,USA,-32.38,3045.27,-38.18,-22192.29,91.28,1189.55,4.45,High,14.02,-57.87,-96.35,1317.26,-103.44,-14824.66,-18936.86,-3.33,147.51,1843.95,-8.25,3,6213.67,27554.82,210.01,1241.48,1468.94,272.73,-6110.7,2.46,-4.76,116.02,-159.72,506.44,3,1493.22
145.14,46.4,Rest,-17.76,1844.43,-86.96,-24084.99,-19.72,918.82,9.97,Very high,6.62,-52.62,-173.41,1504.12,-72.45,-23665.46,-18896.38,-8.58,1.68,3312.21,-8.26,5,7037.87,30026.37,247.55,585.06,893.26,394.35,-7517.79,2.54,-76.88,399.76,-120.91,260.43,5,2351.04
100.84,-7.74,Rest,-23.86,1930.41,-55.9,-10094.28,88.86,225.87,4.25,Very high,9.54,-66.27,-162.47,2246.6,-83.34,-23116.54,-15732.98,19.59,0.06,2768.1,-12.99,7,5398.6,24322.95,232.53,1588.88,1569.36,418.29,-5336.07,1.34,-37.24,123.64,-187.92,296.82,3,-1002.37
212.88,-22.76,Europe,-23.72,2368.08,-0.72,-13324.83,65.9,1006.09,11.28,High,15,-62.88,-226.9,1830.46,-75.24,-14275.94,-11407.98,-8.22,0.48,3241.62,-3.13,3,4522.21,50843.76,126.38,522.84,2161.9,360.51,-6788.4,5.04,-49.9,243.4,-142.77,842.37,5,13.38
235.7,-6.7,UK,-27.06,2427.93,273.88,-15161.4,60.18,528.12,10.1,Very low,4.9,-72.18,-252.5,1570.22,-68.52,-6143.36,-15323.34,8.46,1.8,1207.32,-7.79,6,8424.76,28424.97,265.83,-921.3,2925.56,383.43,-5832.81,3.32,-20.49,121.48,-172.77,854.02,7,-1617.98
173.1,-40.38,Europe,-20.12,130.05,-36.42,-33618.39,50.86,1180.17,6.47,High,16.08,-52.59,-137.35,837.62,-71.97,-7462.14,-18974.78,15.69,29.34,4311.6,-11.15,3,6298.42,22682.88,207.03,749.38,1917.32,321.84,-6227.07,0.68,-38.34,218.58,-114.72,-32.44,2,3825.98
239.48,-20.72,Rest,-15.82,2930.58,82.68,-36674.64,68.4,542.24,-0.72,Medium,27.86,-70.2,-217.6,1557.84,-81.96,-5082.02,-16431,0.12,1.5,2808.57,-4.83,3,2474.26,34180.59,281.61,662.54,1535.24,348.63,-6235.23,3.64,-81.83,153.72,-148.9,336.41,6,-993.43
152.96,12.46,Rest,-14.4,2131.08,-127.62,-37430.01,123.28,1099.92,11.53,Low,15.68,-60.54,-128.3,986.98,-45.09,-9468.4,-19443.14,-5.19,0.6,2222.55,-11.51,4,8111.12,24652.44,347.18,1244.3,1457.5,217.41,-6663.63,10.81,-146.77,289.22,-97.8,653.05,5,155.47
262.66,8.56,UK,-17,1568.46,-185.82,-38975.88,53.5,1070.17,5.53,Medium,24.24,-54.42,-179.23,3398.68,-75.39,-19562.74,-19447.98,25.59,80.13,2865.39,-18.84,5,2000.25,1247.4,217.03,954.24,1383.06,303.9,-6021.33,1.3,22.44,228.78,-154.61,168.29,3,683.6
201.72,-85.82,USA,-17.96,2994.39,-56.94,-21438.66,183.46,1466.11,6.52,Medium,15.72,-66.3,-217.16,1249.64,-78.9,-18872.12,-12355,-15.33,0,1800.93,-12.4,2,7780.35,27122.01,177.1,147.32,1407.2,273.6,-7303.14,4.04,-61.95,238.32,-145.57,222.74,2,116.05
143.98,-56.84,Europe,-21.44,-882.51,11.4,-15735.75,30.26,527.88,12.57,Very high,17.76,-62.34,-184.15,1155.34,-82.62,-17504.6,-18296.96,-18.12,1.44,2595.39,2.02,2,4715.22,35866.59,268.39,1069.94,2053.3,173.34,-7899.18,4.67,-56.37,213.9,-191.95,49.73,3,3404.72
148.46,35.96,USA,-20.22,2116.65,79.12,-36700.08,75.52,343.42,7.2,High,20.66,-57.3,-229.07,2141.44,-78.9,-24369.08,-33475.5,-4.02,735.03,-700.17,-9.57,3,3496.14,40404.87,233.04,-51.04,1817.62,325.41,-5637.18,14.26,82.93,221.18,-156.23,302.27,3,1596.99
77.88,80.54,Rest,-23.5,3509.49,18.78,-55304.73,-16.16,749.79,2.09,Low,6.5,-59.1,-268.41,1786.38,-56.67,-18594.16,-20850.1,-14.43,0.21,1145.46,-10.51,3,5510.43,14659.56,159.25,247.38,1698.92,218.34,-6275.1,2.51,-82.56,205.1,-251.51,735.83,4,-128.78
